#,Date,Location,Vehicles,Drunken persons,Fatalites,Persons,Pedestrians
775,"Feb 4, 1984 04:20 AM",Westwood,1,-,1,2,-
776,"May 7, 1984 06:36 PM",River,1,-,1,1,-
777,"May 12, 1984 03:17 AM",75s,2,1,1,1,-
778,"May 20, 1984 04:45 AM",Duck Creek,1,-,1,1,-
779,"Jun 17, 1984 05:10 PM",W Fork,1,-,1,2,-
780,"Jun 27, 1984 07:03 AM",Langdonfar,1,-,1,1,-
781,"Jun 29, 1984 03:40 AM",Ridge,1,1,1,1,-
782,"Jul 14, 1984 06:20 PM",4,2,-,1,2,-
783,"Jul 13, 1984 12:13 AM",75,5,-,1,7,-
784,"Aug 23, 1984 12:15 AM",Clintonspr,1,-,1,2,-
785,"Aug 26, 1984 02:25 AM",Queen City,1,1,1,3,-
786,"Sep 13, 1984 08:18 PM",Kessler,1,-,1,2,-
787,"Aug 20, 1984 07:30 PM",Hutchins,1,-,1,2,-
788,"Oct 9, 1984 06:30 PM",Madison,1,-,1,2,-
789,"Oct 21, 1984 06:30 AM",42,1,-,1,2,-
790,"Oct 20, 1984 04:40 PM",Indianhill,2,-,1,5,-
791,"Dec 6, 1984 02:10 PM",I 75 Sb,5,-,1,5,-
792,"Dec 7, 1984 03:38 PM",Reading Rd,1,-,1,2,-
793,"Nov 17, 1984 02:05 AM",Fairbanks,1,1,1,2,-
794,"Dec 20, 1984 02:15 AM",President,1,1,1,2,-
795,"Dec 23, 1984 09:47 PM",I 75 Sb,3,-,1,5,-
796,"Dec 24, 1984 06:05 PM",50,1,1,1,2,-
797,"Jan 3, 1983 10:10 PM",Epworth,1,1,1,1,-
798,"Jan 22, 1983 07:55 PM",75s,1,-,1,2,-
799,"Feb 10, 1983 06:15 PM",Duckcreek,1,-,1,2,-
800,"Jan 22, 1983 01:50 PM",Eastern,2,-,1,3,-
801,"Feb 23, 1983 07:50 AM",Lehman,1,-,1,5,-
802,"Mar 1, 1983 01:52 PM",Race,1,-,1,2,-
803,"Mar 8, 1983 05:28 PM",Reading,1,-,1,2,-
804,"Mar 12, 1983 11:30 AM",71n,1,-,1,3,-
805,"Mar 20, 1983 02:45 AM",Kellogg,1,-,1,2,-
806,"Mar 27, 1983 02:14 AM",Reading,1,1,1,2,-
807,"Apr 2, 1983 08:56 AM",Reading,2,1,1,4,-
808,"May 1, 1983 09:45 PM",75s,1,-,1,2,-
809,"Mar 15, 1983 07:50 PM",Columbia,1,-,1,2,-
810,"May 1, 1983 11:10 AM",Queencity,1,-,1,3,-
811,"Jun 17, 1983 05:45 PM",Queencity,2,-,1,2,-
812,"Jul 21, 1983 11:40 PM",Reading,2,-,1,4,-
813,"Jul 24, 1983 09:58 PM",Seton,1,-,1,2,-
814,"Sep 15, 1983 04:45 PM",Seymour,1,1,1,2,-
815,"Sep 16, 1983 07:00 AM",Columbia,2,1,1,11,-
816,"Sep 20, 1983 10:50 PM",75n,1,-,1,2,-
817,"Oct 19, 1983 08:25 PM",Redbank,3,-,1,5,-
818,"Oct 31, 1983 12:05 AM",Harvey,3,-,1,4,-
819,"Dec 2, 1983 05:50 PM",Wmitchell,2,-,1,4,-
820,"Dec 6, 1983 08:30 PM",Northbend,1,-,1,1,-
821,"Dec 13, 1983 06:30 PM",Melish,1,-,1,2,-
822,"Dec 16, 1983 07:38 AM",W8th,1,-,1,2,-
823,"Dec 20, 1983 05:45 PM",Nbend,3,-,1,4,-
824,"Dec 22, 1983 07:00 PM",River,1,-,1,2,-
825,"Aug 9, 1983 06:47 AM",Highland,1,1,1,2,-
826,"Jan 10, 1982 04:30 PM",71w,1,1,1,1,-
827,"Jan 22, 1982 01:10 AM",Queencity,1,-,1,1,-
828,"Jan 6, 1982 01:15 AM",Springgrov,1,-,1,4,-
829,"Jan 31, 1982 08:46 PM",Langdonfar,2,-,1,5,-
830,"Feb 3, 1982 05:20 PM",Vine,1,-,1,1,-
831,"Feb 9, 1982 04:09 PM",Beechmont,1,-,1,2,-
832,"Feb 23, 1982 04:45 PM",Euniversit,1,-,1,2,-
833,"Mar 3, 1982 00:03 AM",Kellogg,1,1,1,2,-
834,"Mar 29, 1982 10:14 PM",75s,1,1,1,2,-
835,"Apr 14, 1982 10:50 PM",Warsaw,2,1,1,3,-
836,"Apr 24, 1982 00:32 AM",Ridge,1,1,1,3,-
837,"Feb 11, 1982 07:29 PM",Nixon,1,-,1,1,-
838,"May 27, 1982 10:15 PM",Colerain,1,-,1,3,-
839,"May 27, 1982 00:15 AM",Kellogg,1,-,1,3,-
840,"May 31, 1982 02:15 AM",Columbia,1,-,1,1,-
841,"Jun 16, 1982 12:55 AM",Reading,1,-,1,2,-
842,"Jun 16, 1982 07:20 AM",Kellogg,3,1,1,4,-
843,"Jun 14, 1982 04:24 PM",75n,1,-,1,3,-
844,"Jun 21, 1982 07:15 PM",Westwoodno,1,1,1,1,-
845,"Jun 19, 1982 06:45 PM",Ridge S,1,-,1,2,-
846,"Jul 17, 1982 02:05 AM",Kipling,2,1,1,2,-
847,"Jul 19, 1982 08:37 AM",Elberon,2,-,1,7,-
848,"Jul 20, 1982 08:00 AM",Kellogg,1,-,1,1,-
849,"Jul 16, 1982 02:50 AM",Martin,1,-,1,1,-
850,"Sep 2, 1982 02:08 AM",75s,2,2,2,2,-
851,"Sep 8, 1982 11:35 PM",River,1,1,1,3,-
852,"Sep 12, 1982 05:40 PM",Hamilton,3,-,1,5,-
853,"Sep 3, 1982 10:00 PM",12,1,-,1,2,-
854,"Sep 15, 1982 00:15 AM",Vine,2,-,1,3,-
855,"Oct 2, 1982 03:30 AM",River,2,1,2,2,-
856,"Oct 3, 1982 02:05 AM",75n,1,-,1,3,-
857,"Oct 4, 1982 03:23 AM",74e,1,1,1,2,-
858,"Oct 16, 1982 05:00 PM",State,1,1,1,1,-
859,"Nov 5, 1982 06:40 PM",Glenway,1,1,1,2,-
860,"Nov 6, 1982 09:09 PM",Glenway,2,-,1,3,-
861,"Oct 31, 1982 03:20 AM",Baltimore,1,-,1,2,-
862,"Dec 10, 1982 05:45 PM",Victory,1,-,1,2,-
